english,hsk_level,chinese,pinyin
No one can live without breathing.,3,没有一个人可以不呼吸而生存。,méi yǒu yī gè rén kě yǐ bù hū xī ér shēng cún。
Dancing and singing were among her many accomplishments.,3,"她多才多艺, 能歌善舞.","tā duō cái duō yì,  néng gē shàn wǔ."
The queen ruled her kingdom wisely.,3,女王英明地统治着她的王国。,nu:3 wáng yīng míng de tǒng zhì zhuó tā de wáng guó。
It seems probable that he will arrive before dusk.,3,他似乎有可能黄昏前到达.,tā sì hu yǒu kě néng huáng hūn qián dào dá.
"It won't hurt you, but chemicals will.",3,它不会伤害你，但是农药会。,tā bù huì shāng hài nǐ， dàn shì nóng yào kuài。
It seems as if he had been working for hours.,3,似乎什么事也没发生过似的。,sì hu shén me shì yě mò fā shēng guò sì de。
The national employment figures are published every month.,3,全国就业人数按月公布.,quán guó jiù yè rén shù àn yuè gōng bù.
"It won't hurt you, but chemicals will.",3,它不会伤害你，但是农药会。,tā bù huì shāng hài nǐ， dàn shì nóng yào kuài。
They were denied passage through the occupied territory.,3,他们被禁止穿越占领区.,tā men bèi jìn zhǐ chuān yuè zhàn lǐng qū.
I only wear high heels on special occasions.,3,我只在特殊场合穿高跟鞋。,wǒ zhǐ zài tè shū chǎng hé chuān gāo gēn xié。
We're always looking for new/fresh talent.,3,我们总是不断寻找新的天才.,wǒ men zǒng shì bù duàn xún zhǎo xīn de tiān cái.
The notice is placed too high nobody can read it.,3,布告贴得太高--谁也没法看.,bù gào tiē de tài gāo-- shéi yě méi fǎ kàn.
A very small person or thing.,3,微小者微小的或小型的人或物体,wēi xiǎo zhě wēi xiǎo de huò xiǎo xíng de rén huò wù tǐ
He thinks the Mafia are out to get him.,3,他意识到黑手党要来报复他。,tā yì shí dào hēi shǒu dǎng yào lái bào fù tā。
If you work hard you will succeed.,3,如果你努力工作，你就会成功。,rú guǒ nǐ nǔ lì gōng zuò， nǐ jiù kuài chéng gōng。
We could undertake the work for the time being.,3,我们可暂时担当这项工作。,wǒ men kě zàn shí dàn dàng zhè xiàng gōng zuò。
Solar energy is a new kind of source of energy.,3,太阳能是一种新型能源。,tài yáng néng shì yī zhòng xīn xíng néng yuán。
"Relatively speaking, this matter is unimportant.",3,"相对来说, 这事并不重要.","xiāng duì lái shuō,  zhè shì bìng bù zhòng yào."
The doctor gave me a prescription for pain-killers.,3,医生给我开了个止痛药方.,yī shēng jǐ wǒ kāi le gè zhǐ tòng yào fāng.
A vast crowd turned out to watch the match.,3,大群的观众到场观看比赛。,dà qún de guān zhòng dào chǎng guān kàn bǐ sài。
She was seething with rage at his remarks.,3,他的评论把她气得火冒三丈。,tā de píng lùn bǎ tā qì de huǒ mào sān zhàng。
Please convey my good wishes to your mother.,3,请向您母亲转达我的祝愿。,qǐng xiàng nín mǔ qīn zhuǎn dá wǒ de zhù yuàn。
The whole village turned out to welcome the pope.,3,全村的人都出来欢迎教皇.,quán cūn de rén dōu chū lai huān yíng jiào huáng.
I cared nothing about what they said of me.,3,我毫不在乎他们对我怎么说。,wǒ háo bú zài hu tā men duì wǒ zěn me shuō。
National Day falls on a Sunday this year.,3,今年国庆节刚好是星期日。,jīn nián guó qìng jié gāng hǎo shì xīng qī rì。
He got very annoyed with me about my carelessness.,3,"我太粗心大意, 使他很生气.","wǒ tài cū xīn dà yì,  shǐ tā hěn shēng qì."
The telephone was in the little study on the ground floor.,3,电话在底楼的小书房里。,diàn huà zài dǐ lóu de xiǎo shū fáng lǐ。
I was all for calling on each of these ladies.,3,我尽量去拜访每一位女士。,wǒ jìn liàng qù bài fǎng měi yī wèi nu:3 shì。
The peasants are getting in the crops happily.,3,农民们在愉快地收割庄稼。,nóng mín men zài yú kuài de shōu gē zhuāng jia。
The play has been adapted from a novel.,3,此剧系由一部小说改编而成。,cǐ jù xì yóu yī bù xiǎo shuō gǎi biān ér chéng。
Portable telephones are very popular nowadays.,3,现今，移动电话非常普及。,xiàn jīn， yí dòng diàn huà fēi cháng pǔ jí。
The capital is in the extreme south of the country.,3,首都在这个国家的最南端。,shǒu dū zài zhè gè guó jiā de zuì nán duān。
Most countries have a decimal currency.,3,大多数国家使用十进制货币。,dà duō shù guó jiā shǐ yòng shí jìn zhì huò bì。
This fossil may be over 2 million years old.,3,这化石可能超过二百万年了.,zhè huà shí kě néng chāo guò èr bǎi Wàn nián le.
My parents always frown on late nights out.,3,我父母向来不赞成深夜外出.,wǒ fù mǔ xiàng lái bù zàn chéng shēn yè wài chū.
Located beneath or directed downward.,3,下的处于下方的或向下生长的,xià de chǔ yú xià fāng de huò xiàng xià shēng zhǎng de
The heroine of the film is an aged woman.,3,影片的女主角是一位老妇人。,yǐng piàn de nu:3 zhǔ jué shì yī wèi lǎo fù rén。
I was surprised at seeing him there.,3,我对在那儿见到他感到很惊奇。,wǒ duì zài nà r xiàn dào tā gǎn dào hěn jīng qí。
Something that serves to guide.,3,指引物，指针用来作向导的事物,zhǐ yǐn wù， zhǐ zhēn yòng lái zuò xiàng dǎo de shì wù
The markings along the route are quite plain.,3,路线沿途的标志都十分清楚.,lù xiàn yán tú de biāo zhì dōu shí fēn qīng chu.
She instructed the trainee nurses in giving injections.,3,她指导实习护士练习注射.,tā zhǐ dǎo shí xí hù shi liàn xí zhù shè.
They looked forward very much to seeing him again.,3,他们非常盼望再次见到他。,tā men fēi cháng pàn wàng zài cì xiàn dào tā。
Wait until all the excitementhas settled.,3,等到激动情绪平静下来再说.,děng dào jī dòng qíng xù píng jìng xia lai zài shuō.
If you turn over you might find it easier to get to sleep.,3,"你翻翻身, 就容易睡著了.","nǐ fān fān shēn,  jiù róng yì shuì著 le."
She started to become/wax lyrical about health food.,3,她对保健食品极为讲究了.,tā duì bǎo jiàn shí pǐn jí wéi jiǎng jiù le.
The boat chugged along the canal.,3,小船稳稳地顺著运河突突地航行.,xiǎo chuán wěn wěn de shùn著 yùn hé tū tū de háng xíng.
Experts were brought in to advise the Government.,3,请来了专家担当政府顾问.,qǐng lái le zhuān jiā dàn dàng zhèng fǔ gù wèn.
She wore on her head a yellow kerchief.,3,她头上带着一块黄色的头巾。,tā tou shàng dài zhuó yī kuài huáng sè de tóu jīn。
But it do not go to the head as some drinks do.,3,但它不想某些酒那样上头。,dàn tā bù xiǎng mǒu xiē jiǔ nà yàng shàng tou。
The fishing in this stretch of the river is strictly preserved.,3,此段河流严禁外人捕鱼.,cǐ duàn hé liú yán jìn wài rén bǔ yú.
I believe he is meant to be a soldier.,3,我相信他天生是要当军人的。,wǒ xiāng xìn tā tiān shēng shì yào dàng jūn rén de。
David's house is quite close to the Global Theater.,3,大卫的家离环球剧院很近。,Dà wèi de jiā lí huán qiú jù yuàn hěn jìn。
This is just a toy gun: it doesn't shoot.,3,"这只是玩具枪, 不能发射子弹.","zhè zhǐ shì wán jù qiāng,  bù néng fā shè zǐ dàn."
Summon the pupils together in the school hall.,3,把学生召集到学校的礼堂里.,bǎ xué sheng zhào jí dào xué xiào de lǐ táng lǐ.
Her insolence greatly displeased the judge.,3,"她傲慢无礼, 大大地触怒了法官.","tā ào màn wú lǐ,  dà dà de chù nù le fǎ guān."
There's a long queue of people waiting for new houses.,3,很多人等待着买新房屋。,hěn duō rén děng dài zhuó mǎi xīn fáng wū。
He makes some unprofitable speculations.,3,他在做些无利可图的投机生意。,tā zài zuò xiē wú lì kě tú de tóu jī shēng yi。
The dough shrank slowly in the cold air.,3,面团在冷空气中慢慢收缩了.,miàn tuán zài lěng kōng qì zhòng màn màn shōu suō le.
A belt of trees grew between the two fields.,3,两块田之间有一条树木带。,liǎng kuài tián zhī jiān yǒu yī tiáo shù mù dài。
An oil well blew out in the oil field.,3,油田里有一口油井发生井喷。,yóu tián lǐ yǒu yī kǒu yóu jǐng fā shēng jǐng pèn。
A strange story has been going round.,3,有一个离奇的故事一直流传着。,yǒu yī gè lí qí de gù shì yī zhí liú chuán zhuó。
"The party is dissolved, and I go forth alone.",3,"集会解散了, 我独自一人离去。","jí huì jiě sàn le,  wǒ dú zì yī rén lí qù。"
The king refuses to comment on the election results.,3,国王拒绝评论选举的结果。,guó wáng jù jué píng lùn xuǎn jǔ de jié guǒ。
The project foundered as a result of lack of finance.,3,该项目因缺乏资金而告吹.,gāi xiàng mù yīn quē fá zī jīn ér gào chuī.
Tomorrow is going to be fine according to the forecast.,3,"据天气预报报道, 明天晴.","jù tiān qì yù bào bào dào,  míng tiān qíng."
Our wood supply proved insufficient.,3,我们的木材供应证明是不够的。,wǒ men de mù cái gōng yìng zhèng míng shì bù gòu de。
All passengers are required to show their tickets.,3,所有乘客都必须出示车票。,suǒ yǒu chéng kè dōu bì xū chū shì jū piào。
Their friendship was as close as ever it had been.,3,他们的友谊跟以往一样亲密。,tā men de yǒu yì gēn yǐ wǎng yí yàng qīn mì。
You do us a great honour by attending.,3,你肯光临使我们感到无比荣幸.,nǐ kěn guāng lín shǐ wǒ men gǎn dào wú bǐ róng xìng.
Dispersion of forces led up to the defeat.,3,分散兵力是导致失败的原因。,fēn sàn bīng lì shì dǎo zhì shī bài de yuán yīn。
The announcement led to violent civil disorders.,3,这项宣布引起了剧烈的内乱.,zhè xiàng xuān bù yǐn qǐ le jù liè de nèi luàn.
She'll sing if we put the pressure on.,3,我们给她些压力她就会讲出来。,wǒ men jǐ tā xiē yā lì tā jiù kuài jiǎng chū lai。
They use ultraviolet lamp to kill pests.,3,他们使用紫外线灯杀死害虫。,tā men shǐ yòng zǐ wài xiàn dēng shā sǐ hài chóng。
He opened the door and motioned me to come in.,3,他打开了门，招手让我进去。,tā dǎ kāi le mén， zhāo shǒu ràng wǒ jìn qù。
Their kitchen is full of the latest gadgets.,3,他们的厨房尽是最新式的器具.,tā men de chú fáng jìn shì zuì xīn shì de qì jù.
I would never intentionally hurt your feelings.,3,我决不会有意伤害你的感情.,wǒ jué bù kuài yǒu yì shāng hài nǐ de gǎn qíng.
The children were separated into groups for the game.,3,那些儿童分成小组做游戏.,nà xiē ér tóng fèn chéng xiǎo zǔ zuò yóu xì.
The horse sensed danger and stopped.,3,马感觉到了危险，于是停了下来。,mǎ gǎn jué dào le wēi xiǎn， yú shì tíng le xia lai。
Fewer students are opting for science courses nowadays.,3,现在选修理科的学生少了.,xiàn zài xuǎn xiū lǐ kē de xué sheng shào le.
By parcel post our samples were sent.,3,我们的样品是通过邮包寄送的。,wǒ men de yàng pǐn shì tōng guò yóu bāo jì sòng de。
Those who take long views are broad-minded.,3,目光远大的人便也心胸开阔。,mù guāng yuǎn dà de rén pián yě xīn xiōng kāi kuò。
He ran fast enough to catch the thief.,3,他跑得飞快，足以抓住那小偷。,tā pǎo de fēi kuài， zú yǐ zhuā zhù nà xiǎo tōu。
His speech was calculated to stir up the crowd.,3,他讲的话是有意鼓动群众的.,tā jiǎng de huà shì yǒu yì gǔ dòng qún zhòng de.
I'll bear full responsibility for the consequences.,3,我将对后果承担全部责任。,wǒ jiàng duì hòu guǒ chéng dān quán bù zé rèn。
He looked the personification of misery.,3,他那副样子可谓是苦难的典型。,tā nà fù yàng zi kě wèi shì kǔ nàn de diǎn xíng。
They pitched a yarn about finding the jewels.,3,他们编了一个找到宝石的故事.,tā men biān le yī gè zhǎo dào bǎo shí de gù shì.
He assembled the model aircraft bit by bit.,3,他一块一块地装配飞机模型。,tā yī kuài yī kuài de zhuāng pèi fēi jī mó xíng。
The surface of the liquid gradually crusted over.,3,液体表面渐渐地结了一层皮.,yè tǐ biǎo miàn jiàn jiàn de jié le yī céng pí.
His wife had much to do with his bankruptcy.,3,他的破产和他的妻子很有关系。,tā de pò chǎn huò tā de qī zi hěn yǒu guān xi。
He's too selfish to think of lending me his car.,3,"他很自私, 不想把汽车借给我.","tā hěn zì sī,  bù xiǎng bǎ qì chē jiè jǐ wǒ."
His personality comes through in his writing.,3,他的个性体现在他的文章中。,tā de gè xìng tǐ xiàn zài tā de wén zhāng zhòng。
I am the eldest among my cousins.,3,我是表兄弟姐妹中年龄最大的。,wǒ shì biǎo xiōng dì jiě mèi zhōng nián líng zuì dà de。
Your refusal puts me in an awkward predicament.,3,你的拒绝让我感到十分为难。,nǐ de jù jué ràng wǒ gǎn dào shí fēn wéi nán。
His proposal is thought of as practical.,3,他的建议被认为是切实可行的。,tā de jiàn yì bèi rèn wéi shì qiè shí kě xíng de。
He asked his secretary to make a copy of the document.,3,他叫秘书把文件复制一份。,tā jiào mì shū bǎ wén jiàn fù zhì yī fèn。
She took a bad knock when her husband died.,3,她丈夫一死她受到沉重的打击.,tā zhàng fu yī sǐ tā shòu dào chén zhòng de dǎ jī.
He is trying his best to understand his meaning.,3,他正在尽力弄明白他的意思。,tā zhèng zài jìn lì nòng míng bai tā de yì si。
The shells fired in such a manner.,3,夹叉射击按这种方式射出的炮弹,jiá chǎ shè jī àn zhè zhǒng fāng shì shè chū de pào dàn
